Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCR_rise_time_raw;User_ID
63855512610761;1013096;0;100;0,4;2720d37c22
63855512611594;1014163;0;100;0,133333;2720d37c22
63855512611895;1014562;0;100;0,133333;2720d37c22
63855512612328;1014962;0;100;0,066667;2720d37c22
63855512614428;1017030;0;100;0,2;2720d37c22
63855512617529;1019962;0;100;0,266667;2720d37c22
63855512619746;1022162;0;100;0,333333;2720d37c22
63855512620128;1022762;0;100;0,066667;2720d37c22
63855512621429;1023829;0;100;0,333333;2720d37c22
63855512621845;1024429;0;100;0,133333;2720d37c22
63855512622046;1024695;0;100;0,066667;2720d37c22
63855512622262;1024895;0;100;0,066667;2720d37c22
63855512622562;1025228;0;100;0,133333;2720d37c22
63855512622980;1025562;0;100;0,133333;2720d37c22
63855512623162;1025828;0;100;0,066667;2720d37c22
63855512623796;1026162;0;100;0,333333;2720d37c22
63855512625163;1027495;0;100;0,4;2720d37c22
63855512627096;1029494;0;100;0,4;2720d37c22
63855512627796;1030361;0;100;0,2;2720d37c22
63855512628113;1030695;0;100;0,133333;2720d37c22
63855512628530;1030961;0;100;0,266667;2720d37c22
63855512629014;1031627;0;100;0,133333;2720d37c22
63855512631397;1034027;0;100;0,133333;2720d37c22
63855512632047;1034694;0;100;0,066667;2720d37c22
63855512632380;1035027;0;100;0,133333;2720d37c22
63855512632981;1035294;0;100;0,4;2720d37c22
63855512633381;1036094;0;100;0,066667;2720d37c22
63855512634181;1036827;0;100;0,133333;2720d37c22
63855512634581;1037227;0;100;0,133333;2720d37c22
63855512634914;1037627;0;100;0,066667;2720d37c22
63855512635381;1038094;0;100;0,066667;2720d37c22
63855512637115;1039827;0;100;0,066667;2720d37c22
63855512639148;1041693;0;100;0,2;2720d37c22
63855512639581;1042027;0;100;0,266667;2720d37c22
63855512639748;1042426;0;100;0,066667;2720d37c22
63855512639981;1042626;0;100;0,066667;2720d37c22
63855512642648;1045227;0;100;0,133333;2720d37c22
63855512643881;1046493;0;100;0,133333;2720d37c22
63855512644081;1046760;0;100;0,066667;2720d37c22
63855512644382;1046960;0;100;0,133333;2720d37c22
63855512645315;1047760;0;100;0,333333;2720d37c22
63855512647582;1050160;0;100;0,133333;2720d37c22
63855512647982;1050426;0;100;0,266667;2720d37c22
63855512648382;1050959;0;100;0,133333;2720d37c22
63855512648716;1051359;0;100;0,133333;2720d37c22
63855512650015;1052425;0;100;0,333333;2720d37c22
63855512650516;1053159;0;100;0,066667;2720d37c22
63855512650782;1053359;0;100;0,2;2720d37c22
63855512654250;1056692;0;100;0,266667;2720d37c22
63855512654517;1057226;0;100;0,066667;2720d37c22
63855512655450;1057958;0;100;0,2;2720d37c22
63855512655917;1058558;0;100;0,133333;2720d37c22
63855512657050;1059692;0;100;0,066667;2720d37c22
63855512658851;1061558;0;100;0,066667;2720d37c22
63855512660483;1062958;0;100;0,266667;2720d37c22
63855512661434;1064091;0;100;0,066667;2720d37c22
63855512662051;1064558;0;100;0,266667;2720d37c22
63855512663451;1066024;0;100;0,133333;2720d37c22
63855512664351;1067025;0;100;0,066667;2720d37c22
63855512664751;1067357;0;100;0,133333;2720d37c22
63855512666651;1069224;0;100;0,133333;2720d37c22
63855512668201;1070757;0;100;0,2;2720d37c22
63855512668518;1071223;0;100;0,066667;2720d37c22
63855512668918;1071423;0;100;0,2;2720d37c22
63855512669653;1072157;0;100;0,2;2720d37c22
63855512671318;1073824;0;100;0,266667;2720d37c22
63855512671519;1074223;0;100;0,066667;2720d37c22
63855512672118;1074690;0;100;0,133333;2720d37c22
63855512672352;1074956;0;100;0,066667;2720d37c22
63855512672635;1075290;0;100;0,066667;2720d37c22
63855512673653;1075956;0;100;0,466667;2720d37c22
63855512679720;1082222;0;100;0,266667;2720d37c22
63855512680020;1082622;0;100;0,133333;2720d37c22
63855512680653;1083356;0;100;0,066667;2720d37c22
63855512681020;1083556;0;100;0,266667;2720d37c22
63855512681253;1083955;0;100;0,066667;2720d37c22
63855512682420;1084755;0;100;0,4;2720d37c22
63855512685353;1088022;0;100;0,066667;2720d37c22
63855512698922;1101488;0;100;0,133333;2720d37c22
63855512699122;1101754;0;100;0,133333;2720d37c22
63855512699405;1102020;0;100;0,133333;2720d37c22
63855512700723;1102954;0;100;0,533333;2720d37c22
63855512701355;1104021;0;100;0,066667;2720d37c22
63855512701856;1104487;0;100;0,066667;2720d37c22
63855512707239;1109820;0;100;0,133333;2720d37c22
63855512712357;1114886;0;100;0,066667;2720d37c22
63855512712957;1115619;0;100;0,133333;2720d37c22
63855512713274;1115886;0;100;0,133333;2720d37c22
63855512714591;1117153;0;100;0,2;2720d37c22
63855512714891;1117486;0;100;0,133333;2720d37c22
63855512715508;1118152;0;100;0,133333;2720d37c22
63855512716324;1118819;0;100;0,266667;2720d37c22
63855512720075;1122685;0;100;0,133333;2720d37c22
63855512721859;1124485;0;100;0,066667;2720d37c22
63855512722842;1125419;0;100;0,2;2720d37c22
63855512724075;1126618;0;100;0,2;2720d37c22
63855512724475;1127085;0;100;0,133333;2720d37c22
63855512725792;1128418;0;100;0,066667;2720d37c22
63855512727476;1130152;0;100;0,066667;2720d37c22
63855512733293;1135884;1;100;0,133333;2720d37c22
63855512736060;1138417;1;100;0,333333;2720d37c22
63855512736643;1139150;1;100;0,2;2720d37c22
63855512737977;1140351;1;100;0,4;2720d37c22
63855512738910;1141550;1;100;0,066667;2720d37c22
63855512739911;1142550;1;100;0,133333;2720d37c22
63855512744131;1146549;1;100;0,266667;2720d37c22
63855512744846;1147349;1;100;0,266667;2720d37c22
63855512746045;1148216;1;100;0,533333;2720d37c22
63855512746178;1148882;1;100;0,066667;2720d37c22
63855512755222;1157882;1;100;0,133333;2720d37c22
63855512755623;1158281;1;100;0,066667;2720d37c22
63855512755925;1158481;1;100;0,2;2720d37c22
63855512760264;1162881;1;100;0,066667;2720d37c22
63855512760463;1163081;1;100;0,133333;2720d37c22
63855512761160;1163681;1;100;0,2;2720d37c22
63855512761797;1164014;1;100;0,466667;2720d37c22
63855512761961;1164614;1;100;0,066667;2720d37c22
63855512762197;1164814;1;100;0,133333;2720d37c22
63855512762388;1165081;1;100;0,066667;2720d37c22
63855512762791;1165414;1;100;0,066667;2720d37c22
63855512763871;1166415;1;100;0,133333;2720d37c22
63855512764272;1166815;1;100;0,2;2720d37c22
63855512766698;1169281;1;100;0,2;2720d37c22
63855512767065;1169614;1;100;0,066667;2720d37c22
63855512767098;1169814;1;100;0,066667;2720d37c22
63855512769331;1171813;1;100;0,2;2720d37c22
63855512769899;1172413;1;100;0,266667;2720d37c22
63855512770733;1173213;1;100;0,2;2720d37c22
63855512771132;1173813;1;100;0,066667;2720d37c22
63855512771930;1174480;1;100;0,2;2720d37c22
63855512773932;1176480;1;100;0,2;2720d37c22
63855512775132;1177813;1;100;0,066667;2720d37c22
63855512777699;1180213;1;100;0,2;2720d37c22
63855512780666;1183279;1;100;0,133333;2720d37c22
63855512786133;1188212;1;100;0,6;2720d37c22
63855512787634;1190278;1;100;0,133333;2720d37c22
63855512788268;1190545;1;100;0,4;2720d37c22
63855512788667;1191212;1;100;0,133333;2720d37c22
63855512789165;1191878;1;100;0,066667;2720d37c22
63855512792334;1194678;1;100;0,4;2720d37c22
63855512795168;1197744;1;100;0,133333;2720d37c22
63855512797897;1200478;1;100;0,2;2720d37c22
63855512798302;1200810;1;100;0,266667;2720d37c22
63855512798535;1201211;1;100;0,066667;2720d37c22
63855512798935;1201410;1;100;0,2;2720d37c22
63855512812405;1215009;-1;100;0,133333;2720d37c22
63855512813304;1215876;-1;100;0,2;2720d37c22
63855512814230;1216542;-1;100;0,4;2720d37c22
63855512815473;1217875;-1;100;0,333333;2720d37c22
63855512815771;1218475;-1;100;0,066667;2720d37c22
63855512818004;1220608;-1;100;0,133333;2720d37c22
63855512819099;1221808;-1;100;0,066667;2720d37c22
63855512819431;1222008;-1;100;0,133333;2720d37c22
63855512820637;1223208;-1;100;0,133333;2720d37c22
63855512822533;1225141;2;100;0,133333;2720d37c22
63855512823006;1225541;2;100;0,2;2720d37c22
63855512823530;1226075;2;100;0,133333;2720d37c22
63855512823736;1226341;2;100;0,066667;2720d37c22
63855512825471;1228008;2;100;0,2;2720d37c22
63855512827601;1230142;2;100;0,2;2720d37c22
63855512827806;1230474;2;100;0,066667;2720d37c22
63855512828406;1230941;2;100;0,2;2720d37c22
63855512829907;1232407;2;100;0,133333;2720d37c22
63855512830840;1233007;2;100;0,466667;2720d37c22
63855512833633;1236140;2;100;0,266667;2720d37c22
63855512833940;1236540;2;100;0,133333;2720d37c22
63855512836099;1238673;2;100;0,133333;2720d37c22
63855512836803;1239073;2;100;0,4;2720d37c22
63855512837499;1240007;2;100;0,2;2720d37c22
63855512837907;1240474;2;100;0,133333;2720d37c22
63855512838308;1241007;2;100;0,066667;2720d37c22
63855512839040;1241674;2;100;0,066667;2720d37c22
63855512841607;1244140;2;100;0,133333;2720d37c22
63855512841797;1244406;2;100;0,066667;2720d37c22
63855512842003;1244606;2;100;0,066667;2720d37c22
63855512844666;1247273;2;100;0,066667;2720d37c22
63855512844830;1247472;2;100;0,133333;2720d37c22
63855512845233;1247872;2;100;0,133333;2720d37c22
63855512845930;1248539;2;100;0,133333;2720d37c22
63855512846430;1248939;2;100;0,2;2720d37c22
63855512846666;1249272;2;100;0,133333;2720d37c22
63855512847067;1249539;2;100;0,266667;2720d37c22
63855512847466;1249939;2;100;0,2;2720d37c22
63855512847975;1250539;2;100;0,133333;2720d37c22
63855512848174;1250806;2;100;0,133333;2720d37c22
63855512848408;1251072;2;100;0,066667;2720d37c22
63855512848677;1251272;2;100;0,133333;2720d37c22
