Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCR_amplitude_raw;User_ID
63855786373472;1027768;0;100;0,024863;2b3497a4be
63855786373902;1028301;0;100;0,017396;2b3497a4be
63855786374089;1028702;0;100;0,002213;2b3497a4be
63855786377906;1031967;0;100;0,062972;2b3497a4be
63855786378190;1032701;0;100;0,01397;2b3497a4be
63855786385954;1039767;0;100;0,112068;2b3497a4be
63855786389659;1043433;0;100;0,109167;2b3497a4be
63855786398621;1052565;0;100;0,050481;2b3497a4be
63855786407488;1061364;0;100;0,10925;2b3497a4be
63855786413088;1066965;0;100;0,094082;2b3497a4be
63855786420638;1074763;0;100;0,034609;2b3497a4be
63855786428604;1083096;1;100;0,003505;2b3497a4be
63855786430705;1084429;1;100;0,106661;2b3497a4be
63855786437187;1090828;1;100;0,358406;2b3497a4be
63855786452054;1105693;1;100;0,216943;2b3497a4be
63855786458759;1112359;1;100;0,478052;2b3497a4be
63855786464063;1118159;1;100;0,046356;2b3497a4be
63855786472065;1125291;1;100;0,350665;2b3497a4be
63855786478454;1132291;1;100;0,289893;2b3497a4be
63855786481571;1135290;1;100;0,735918;2b3497a4be
63855786485794;1140023;1;100;0,277495;2b3497a4be
63855786487497;1141556;1;100;0,066416;2b3497a4be
63855786489898;1144223;1;100;0,010121;2b3497a4be
63855786490034;1144556;1;100;0,015925;2b3497a4be
63855786492363;1146289;-1;100;0,200082;2b3497a4be
63855786497871;1151355;-1;100;0,545628;2b3497a4be
63855786503387;1157421;-1;100;0,331006;2b3497a4be
63855786509637;1163488;-1;100;0,392981;2b3497a4be
63855786515903;1170020;2;100;0,167099;2b3497a4be
63855786531770;1186219;2;100;0,016099;2b3497a4be
63855786532270;1186553;2;100;0,050899;2b3497a4be
63855786532587;1187086;2;100;0,034332;2b3497a4be
63855786532770;1187418;2;100;0,015877;2b3497a4be
63855786539470;1193484;2;100;0,409069;2b3497a4be
63855786546436;1200751;2;100;0,051625;2b3497a4be
63855786549369;1203950;2;100;0,017837;2b3497a4be
63855786553403;1207284;2;100;0,426596;2b3497a4be
63855786555636;1209949;2;100;0,083982;2b3497a4be
63855786562285;1216283;2;100;0,365888;2b3497a4be
63855786570836;1224881;2;100;0,21157;2b3497a4be
63855786572270;1226081;2;100;0,551288;2b3497a4be
63855786579736;1233614;2;100;0,467458;2b3497a4be
63855786589902;1243746;-2;100;0,423389;2b3497a4be
63855786596803;1251013;3;100;0,141268;2b3497a4be
63855786603703;1257745;3;100;0,338602;2b3497a4be
63855786606569;1260545;3;100;0,415685;2b3497a4be
63855786613269;1267477;3;100;0,106429;2b3497a4be
63855786622702;1276676;3;100;0,466557;2b3497a4be
63855786628502;1282809;3;100;0,144414;2b3497a4be
63855786628902;1283476;3;100;0,032307;2b3497a4be
63855786629135;1283675;3;100;0,046147;2b3497a4be
63855786635169;1289408;3;100;0,223732;2b3497a4be
63855786639835;1293608;-3;100;0,441831;2b3497a4be
63855786642168;1296408;-3;100;0,268263;2b3497a4be
63855786647802;1301740;-3;100;0,482488;2b3497a4be
63855786657868;1311606;4;100;1,12124;2b3497a4be
63855786664568;1318405;4;100;1,106983;2b3497a4be
63855786672568;1326139;4;100;1,316096;2b3497a4be
63855786692301;1346203;4;100;0,889083;2b3497a4be
63855786702534;1356668;-4;100;0,518099;2b3497a4be
63855786706901;1361334;5;100;0,129891;2b3497a4be
63855786711701;1366134;5;100;0,038789;2b3497a4be
63855786716768;1370600;5;100;1,033673;2b3497a4be
63855786716967;1371600;5;100;0,077042;2b3497a4be
63855786720401;1374666;5;100;0,352502;2b3497a4be
63855786730634;1384665;5;100;0,324614;2b3497a4be
63855786735401;1389399;5;100;1,012886;2b3497a4be
63855786735601;1390199;5;100;0,060582;2b3497a4be
63855786741634;1394998;-5;100;2,744709;2b3497a4be
63855786748367;1402731;6;100;0,626932;2b3497a4be
63855786759866;1414063;6;100;0,777255;2b3497a4be
63855786760067;1414663;6;100;0,128345;2b3497a4be
63855786762700;1416929;6;100;0,73721;2b3497a4be
63855786768567;1422529;6;100;2,341923;2b3497a4be
63855786777483;1431061;6;100;4,73002;2b3497a4be
63855786783234;1437260;6;100;1,184375;2b3497a4be
63855786791833;1446193;6;100;0,343726;2b3497a4be
63855786792133;1446659;6;100;0,837852;2b3497a4be
63855786799200;1453392;6;100;0,85379;2b3497a4be
63855786799500;1453992;6;100;0,281907;2b3497a4be
63855786805166;1459324;6;100;1,876081;2b3497a4be
63855786819133;1472923;-6;100;2,324417;2b3497a4be
63855786824966;1479322;7;100;0,305399;2b3497a4be
63855786838966;1492855;7;100;3,259919;2b3497a4be
63855786866399;1520718;7;100;0,273651;2b3497a4be
63855786877999;1532051;8;100;1,026138;2b3497a4be
63855786895399;1549449;8;100;1,557749;2b3497a4be
63855786904732;1559115;8;100;0,515411;2b3497a4be
63855786905165;1559714;8;100;0,03721;2b3497a4be
63855786917632;1571714;8;100;0,801482;2b3497a4be
63855786927183;1581380;8;100;0,700714;2b3497a4be
63855786931631;1585779;8;100;0,5528;2b3497a4be
63855786939298;1593378;-8;100;0,626419;2b3497a4be
63855786945165;1599245;-8;100;0,824242;2b3497a4be
