Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCR_rise_time_raw;User_ID
63856649652441;489459;0;100;0,266667;229f4576b9
63856649666157;502991;0;100;0,4;229f4576b9
63856649673707;510857;0;100;0,133333;229f4576b9
63856649679373;516189;0;100;0,466667;229f4576b9
63856649679873;516922;0;100;0,2;229f4576b9
63856649693374;530188;0;100;0,4;229f4576b9
63856649697307;534121;0;100;0,4;229f4576b9
63856649697423;534654;0;100;0,066667;229f4576b9
63856649697623;534854;0;100;0,066667;229f4576b9
63856649697823;535054;0;100;0,066667;229f4576b9
63856649704640;541653;0;100;0,2;229f4576b9
63856649710290;546987;0;100;0,6;229f4576b9
63856649714173;550653;0;100;0,8;229f4576b9
63856649714373;551586;0;100;0,066667;229f4576b9
63856649714773;551919;0;100;0,133333;229f4576b9
63856649715156;552319;0;100;0,066667;229f4576b9
63856649726673;563718;1;100;0,2;229f4576b9
63856649733572;570517;1;100;0,266667;229f4576b9
63856649751772;588382;1;100;0,666667;229f4576b9
63856649752906;589983;1;100;0,133333;229f4576b9
63856649753139;590248;1;100;0,066667;229f4576b9
63856649753322;590448;1;100;0,066667;229f4576b9
63856649753756;590648;1;100;0,333333;229f4576b9
63856649759472;595848;1;100;0,866667;229f4576b9
63856649760365;597514;1;100;0,066667;229f4576b9
63856649760553;597714;1;100;0,066667;229f4576b9
63856649761065;598048;1;100;0,333333;229f4576b9
63856649767890;604714;1;100;0,466667;229f4576b9
63856649771766;608180;1;100;0,866667;229f4576b9
63856649772972;609980;1;100;0,266667;229f4576b9
63856649782639;619780;1;100;0,066667;229f4576b9
63856649786223;623245;1;100;0,2;229f4576b9
63856649787157;624046;1;100;0,333333;229f4576b9
63856649796056;631978;1;100;1,333333;229f4576b9
63856649817066;654176;1;100;0,133333;229f4576b9
63856649843956;681040;1;100;0,133333;229f4576b9
63856649863503;699371;-1;100;1,333333;229f4576b9
63856649863894;700971;-1;100;0,133333;229f4576b9
63856649864387;701237;-1;100;0,4;229f4576b9
63856649885632;722635;2;100;0,266667;229f4576b9
63856649930800;767764;2;100;0,266667;229f4576b9
63856649997666;834824;3;100;0,066667;229f4576b9
63856650004233;841157;3;100;0,333333;229f4576b9
63856650012867;849822;3;100;0,266667;229f4576b9
63856650019767;856756;3;100;0,266667;229f4576b9
63856650030367;867487;-3;100;0,133333;229f4576b9
63856650030967;867888;-3;100;0,333333;229f4576b9
63856650031800;868621;-3;100;0,4;229f4576b9
63856650043333;880286;4;100;0,266667;229f4576b9
63856650050067;887153;4;100;0,133333;229f4576b9
63856650062166;899018;4;100;0,4;229f4576b9
63856650067665;904551;4;100;0,333333;229f4576b9
63856650086899;923882;4;100;0,266667;229f4576b9
63856650092099;929148;4;100;0,2;229f4576b9
63856650097332;934415;4;100;0,133333;229f4576b9
63856650103232;940147;4;100;0,333333;229f4576b9
63856650112998;950146;4;100;0,133333;229f4576b9
63856650113999;951080;4;100;0,2;229f4576b9
63856650124765;961878;-4;100;0,133333;229f4576b9
63856650125465;962411;-4;100;0,266667;229f4576b9
