Time_in_ms;EmotiBit_timestamp;Round_number;Reliability;SCR_frequency_raw;User_ID
63844221000706;2075045;0;100;25,4975;368275a985
63844221000708;2075379;0;100;25,2026;368275a985
63844221000708;2075778;0;100;24,911;368275a985
63844221000708;2076045;0;100;24,6229;368275a985
63844221000708;2076378;0;100;24,338;368275a985
63844221000708;2076778;0;100;24,0565;368275a985
63844221000708;2077112;0;100;23,7782;368275a985
63844221000708;2077378;0;100;23,5031;368275a985
63844221000709;2077712;0;100;25,3135;368275a985
63844221000709;2078112;0;100;25,0207;368275a985
63844221000710;2078378;0;100;24,7312;368275a985
63844221000710;2078712;0;100;26,5274;368275a985
63844221000710;2079045;0;100;26,2205;368275a985
63844221000710;2079445;0;100;25,9172;368275a985
63844221000711;2079711;0;100;27,6996;368275a985
63844221000711;2080045;0;100;27,3792;368275a985
63844221000712;2080445;0;100;27,0625;368275a985
63844221000713;2080778;0;100;26,7494;368275a985
63844221000713;2081045;0;100;26,44;368275a985
63844221000714;2081378;0;100;26,1341;368275a985
63844221000714;2081778;0;100;25,8318;368275a985
63844221000715;2082045;0;100;25,533;368275a985
63844221000715;2082378;0;100;25,2376;368275a985
63844221000716;2082711;0;100;24,9457;368275a985
63844221000716;2083111;0;100;24,6571;368275a985
63844221000717;2083378;0;100;24,3718;368275a985
63844221000717;2083711;0;100;24,0899;368275a985
63844221000717;2084111;0;100;23,8112;368275a985
63844221000718;2084444;0;100;23,5358;368275a985
63844221000718;2084711;0;100;23,2635;368275a985
63844221000719;2085044;0;100;22,9944;368275a985
63844221000719;2085444;0;100;22,7284;368275a985
63844221000719;2085711;0;100;22,4655;368275a985
63844221000720;2086044;0;100;22,2056;368275a985
63844221000720;2086444;0;100;21,9487;368275a985
63844221000721;2086777;0;100;21,6948;368275a985
63844221000721;2087044;0;100;21,4439;368275a985
63844221000722;2087378;0;100;23,278;368275a985
63844221000723;2087711;0;100;23,0088;368275a985
63844221000723;2088111;0;100;22,7426;368275a985
63844221000724;2088377;0;100;22,4795;368275a985
63844221000724;2088711;0;100;22,2195;368275a985
63844221000725;2089110;0;100;21,9624;368275a985
63844221000726;2089377;0;100;21,7084;368275a985
63844221000726;2089710;0;100;21,4572;368275a985
63844221000727;2090044;0;100;21,209;368275a985
63844221000728;2090444;0;100;20,9637;368275a985
63844221000728;2090710;0;100;20,7212;368275a985
63844221000728;2091044;0;100;20,4815;368275a985
63844221000729;2091444;0;100;20,2445;368275a985
63844221000729;2091777;0;100;20,0103;368275a985
63844221000729;2092044;0;100;19,7789;368275a985
63844221000729;2092377;0;100;19,5501;368275a985
63844221000730;2092777;0;100;19,3239;368275a985
63844221000730;2093043;0;100;19,1004;368275a985
63844221000731;2093377;0;100;18,8794;368275a985
63844221000731;2093710;0;100;18,661;368275a985
63844221000732;2094110;0;100;18,4451;368275a985
63844221000732;2094377;0;100;18,2318;368275a985
63844221000733;2094710;0;100;20,1031;368275a985
63844221000733;2095110;0;100;21,9528;368275a985
63844221000734;2095377;0;100;23,7811;368275a985
63844221000734;2095710;0;100;23,506;368275a985
63844221000735;2096110;0;100;25,3163;368275a985
63844221000735;2096376;0;100;25,0235;368275a985
63844221000735;2096710;0;100;24,734;368275a985
63844221000736;2097110;0;100;24,4479;368275a985
63844221000737;2097376;0;100;24,1651;368275a985
63844221000737;2097710;0;100;23,8855;368275a985
63844221000738;2098043;0;100;23,6092;368275a985
63844221000738;2098443;0;100;23,3361;368275a985
63844221000739;2098710;0;100;23,0661;368275a985
63844221000739;2099043;0;100;22,7993;368275a985
63844221000740;2099443;0;100;22,5356;368275a985
63844221000740;2099709;0;100;22,2749;368275a985
63844221000741;2100043;0;100;22,0172;368275a985
63844221000742;2100376;0;100;21,7625;368275a985
63844221000742;2100776;0;100;21,5108;368275a985
63844221000743;2101043;0;100;21,2619;368275a985
63844221000743;2101376;0;100;21,016;368275a985
63844221000744;2101776;0;100;20,7728;368275a985
